image,release,package_name,package_version,type,vulnerability_id,severity,url,target,patched_version,mirrored,status,justification
rancher/k3s:v1.34.7-rc2-k3s1,k3s/v1.34.7-rc2,google.golang.org/grpc,v1.78.0,gobinary,CVE-2026-33186,CRITICAL,https://avd.aquasec.com/nvd/cve-2026-33186,bin/containerd-shim-runc-v2,1.79.3,false,not_affected,vulnerable_code_not_present
rancher/k3s:v1.34.7-rc2-k3s1,k3s/v1.34.7-rc2,github.com/docker/docker,v25.0.15-0.20260325154711-d2dbc0547253+incompatible,gobinary,CVE-2026-34040,HIGH,https://avd.aquasec.com/nvd/cve-2026-34040,bin/k3s,29.3.1,false,affected,
rancher/k3s:v1.34.7-rc2-k3s1,k3s/v1.34.7-rc2,golang.org/x/crypto,v0.36.0,gobinary,CVE-2025-47914,MEDIUM,https://avd.aquasec.com/nvd/cve-2025-47914,bin/k3s,0.45.0,false,not_affected,vulnerable_code_not_present
rancher/k3s:v1.34.7-rc2-k3s1,k3s/v1.34.7-rc2,golang.org/x/crypto,v0.36.0,gobinary,CVE-2025-58181,MEDIUM,https://avd.aquasec.com/nvd/cve-2025-58181,bin/k3s,0.45.0,false,not_affected,vulnerable_code_not_present
rancher/k3s:v1.34.7-rc2-k3s1,k3s/v1.34.7-rc2,google.golang.org/grpc,v1.72.1,gobinary,CVE-2026-33186,CRITICAL,https://avd.aquasec.com/nvd/cve-2026-33186,bin/k3s,1.79.3,false,not_affected,vulnerable_code_not_in_execute_path
rancher/klipper-helm:v0.9.15-build20260324,k3s/v1.34.7-rc2,libcrypto3,3.5.5-r0,alpine,CVE-2026-28390,HIGH,https://avd.aquasec.com/nvd/cve-2026-28390,rancher/klipper-helm:v0.9.15-build20260324 (alpine 3.23.3),3.5.6-r0,false,affected,
rancher/klipper-helm:v0.9.15-build20260324,k3s/v1.34.7-rc2,libssl3,3.5.5-r0,alpine,CVE-2026-28390,HIGH,https://avd.aquasec.com/nvd/cve-2026-28390,rancher/klipper-helm:v0.9.15-build20260324 (alpine 3.23.3),3.5.6-r0,false,affected,
rancher/klipper-helm:v0.9.15-build20260324,k3s/v1.34.7-rc2,musl,1.2.5-r21,alpine,CVE-2026-40200,HIGH,https://avd.aquasec.com/nvd/cve-2026-40200,rancher/klipper-helm:v0.9.15-build20260324 (alpine 3.23.3),1.2.5-r23,false,affected,
rancher/klipper-helm:v0.9.15-build20260324,k3s/v1.34.7-rc2,musl-utils,1.2.5-r21,alpine,CVE-2026-40200,HIGH,https://avd.aquasec.com/nvd/cve-2026-40200,rancher/klipper-helm:v0.9.15-build20260324 (alpine 3.23.3),1.2.5-r23,false,affected,
rancher/klipper-helm:v0.9.15-build20260324,k3s/v1.34.7-rc2,stdlib,v1.25.8,gobinary,CVE-2026-32280,HIGH,https://avd.aquasec.com/nvd/cve-2026-32280,home/klipper-helm/.local/share/helm/plugins/helm-mapkubeapis/bin/mapkubeapis,"1.25.9, 1.26.2",false,affected,
rancher/klipper-helm:v0.9.15-build20260324,k3s/v1.34.7-rc2,google.golang.org/grpc,v1.72.2,gobinary,CVE-2026-33186,CRITICAL,https://avd.aquasec.com/nvd/cve-2026-33186,home/klipper-helm/.local/share/helm/plugins/helm-mapkubeapis/bin/mapkubeapis,1.79.3,false,not_affected,vulnerable_code_not_in_execute_path
rancher/klipper-helm:v0.9.15-build20260324,k3s/v1.34.7-rc2,stdlib,v1.25.8,gobinary,CVE-2026-32282,HIGH,https://avd.aquasec.com/nvd/cve-2026-32282,home/klipper-helm/.local/share/helm/plugins/helm-mapkubeapis/bin/mapkubeapis,"1.25.9, 1.26.2",false,not_affected,vulnerable_code_not_in_execute_path
rancher/klipper-helm:v0.9.15-build20260324,k3s/v1.34.7-rc2,stdlib,v1.25.8,gobinary,CVE-2026-32288,MEDIUM,https://avd.aquasec.com/nvd/cve-2026-32288,home/klipper-helm/.local/share/helm/plugins/helm-mapkubeapis/bin/mapkubeapis,"1.25.9, 1.26.2",false,not_affected,vulnerable_code_not_in_execute_path
rancher/klipper-helm:v0.9.15-build20260324,k3s/v1.34.7-rc2,stdlib,v1.25.8,gobinary,CVE-2026-32289,MEDIUM,https://avd.aquasec.com/nvd/cve-2026-32289,home/klipper-helm/.local/share/helm/plugins/helm-mapkubeapis/bin/mapkubeapis,"1.25.9, 1.26.2",false,not_affected,vulnerable_code_not_in_execute_path
rancher/klipper-helm:v0.9.15-build20260324,k3s/v1.34.7-rc2,stdlib,v1.25.8,gobinary,CVE-2026-32280,HIGH,https://avd.aquasec.com/nvd/cve-2026-32280,home/klipper-helm/.local/share/helm/plugins/helm-set-status/helm-set-status,"1.25.9, 1.26.2",false,affected,
rancher/klipper-helm:v0.9.15-build20260324,k3s/v1.34.7-rc2,stdlib,v1.25.8,gobinary,CVE-2026-32282,MEDIUM,https://avd.aquasec.com/nvd/cve-2026-32282,home/klipper-helm/.local/share/helm/plugins/helm-set-status/helm-set-status,"1.25.9, 1.26.2",false,affected,severity_changed_due_to_suse_cvss_score
rancher/klipper-helm:v0.9.15-build20260324,k3s/v1.34.7-rc2,google.golang.org/grpc,v1.72.2,gobinary,CVE-2026-33186,CRITICAL,https://avd.aquasec.com/nvd/cve-2026-33186,home/klipper-helm/.local/share/helm/plugins/helm-set-status/helm-set-status,1.79.3,false,not_affected,vulnerable_code_not_in_execute_path
rancher/klipper-helm:v0.9.15-build20260324,k3s/v1.34.7-rc2,stdlib,v1.25.8,gobinary,CVE-2026-32280,HIGH,https://avd.aquasec.com/nvd/cve-2026-32280,usr/bin/helm,"1.25.9, 1.26.2",false,affected,
rancher/klipper-helm:v0.9.15-build20260324,k3s/v1.34.7-rc2,google.golang.org/grpc,v1.72.2,gobinary,CVE-2026-33186,CRITICAL,https://avd.aquasec.com/nvd/cve-2026-33186,usr/bin/helm,1.79.3,false,not_affected,vulnerable_code_not_in_execute_path
rancher/klipper-helm:v0.9.15-build20260324,k3s/v1.34.7-rc2,stdlib,v1.25.8,gobinary,CVE-2026-32282,HIGH,https://avd.aquasec.com/nvd/cve-2026-32282,usr/bin/helm,"1.25.9, 1.26.2",false,not_affected,vulnerable_code_not_in_execute_path
rancher/klipper-lb:v0.4.15,k3s/v1.34.7-rc2,libcrypto3,3.5.5-r0,alpine,CVE-2026-28390,HIGH,https://avd.aquasec.com/nvd/cve-2026-28390,rancher/klipper-lb:v0.4.15 (alpine 3.23.3),3.5.6-r0,false,affected,
rancher/klipper-lb:v0.4.15,k3s/v1.34.7-rc2,libssl3,3.5.5-r0,alpine,CVE-2026-28390,HIGH,https://avd.aquasec.com/nvd/cve-2026-28390,rancher/klipper-lb:v0.4.15 (alpine 3.23.3),3.5.6-r0,false,affected,
rancher/klipper-lb:v0.4.15,k3s/v1.34.7-rc2,musl,1.2.5-r21,alpine,CVE-2026-40200,HIGH,https://avd.aquasec.com/nvd/cve-2026-40200,rancher/klipper-lb:v0.4.15 (alpine 3.23.3),1.2.5-r23,false,affected,
rancher/klipper-lb:v0.4.15,k3s/v1.34.7-rc2,musl-utils,1.2.5-r21,alpine,CVE-2026-40200,HIGH,https://avd.aquasec.com/nvd/cve-2026-40200,rancher/klipper-lb:v0.4.15 (alpine 3.23.3),1.2.5-r23,false,affected,
rancher/local-path-provisioner:v0.0.35,k3s/v1.34.7-rc2,libcrypto3,3.5.5-r0,alpine,CVE-2026-28390,HIGH,https://avd.aquasec.com/nvd/cve-2026-28390,rancher/local-path-provisioner:v0.0.35 (alpine 3.23.3),3.5.6-r0,false,affected,
rancher/local-path-provisioner:v0.0.35,k3s/v1.34.7-rc2,libssl3,3.5.5-r0,alpine,CVE-2026-28390,HIGH,https://avd.aquasec.com/nvd/cve-2026-28390,rancher/local-path-provisioner:v0.0.35 (alpine 3.23.3),3.5.6-r0,false,affected,
rancher/local-path-provisioner:v0.0.35,k3s/v1.34.7-rc2,musl,1.2.5-r21,alpine,CVE-2026-40200,HIGH,https://avd.aquasec.com/nvd/cve-2026-40200,rancher/local-path-provisioner:v0.0.35 (alpine 3.23.3),1.2.5-r23,false,affected,
rancher/local-path-provisioner:v0.0.35,k3s/v1.34.7-rc2,musl-utils,1.2.5-r21,alpine,CVE-2026-40200,HIGH,https://avd.aquasec.com/nvd/cve-2026-40200,rancher/local-path-provisioner:v0.0.35 (alpine 3.23.3),1.2.5-r23,false,affected,
rancher/local-path-provisioner:v0.0.35,k3s/v1.34.7-rc2,stdlib,v1.26.1,gobinary,CVE-2026-32280,HIGH,https://avd.aquasec.com/nvd/cve-2026-32280,usr/bin/local-path-provisioner,"1.25.9, 1.26.2",false,affected,
rancher/local-path-provisioner:v0.0.35,k3s/v1.34.7-rc2,stdlib,v1.26.1,gobinary,CVE-2026-33810,MEDIUM,https://avd.aquasec.com/nvd/cve-2026-33810,usr/bin/local-path-provisioner,1.26.2,false,affected,severity_changed_due_to_suse_cvss_score
rancher/local-path-provisioner:v0.0.35,k3s/v1.34.7-rc2,stdlib,v1.26.1,gobinary,CVE-2026-32282,HIGH,https://avd.aquasec.com/nvd/cve-2026-32282,usr/bin/local-path-provisioner,"1.25.9, 1.26.2",false,not_affected,vulnerable_code_not_in_execute_path
rancher/local-path-provisioner:v0.0.35,k3s/v1.34.7-rc2,stdlib,v1.26.1,gobinary,CVE-2026-32288,MEDIUM,https://avd.aquasec.com/nvd/cve-2026-32288,usr/bin/local-path-provisioner,"1.25.9, 1.26.2",false,not_affected,vulnerable_code_not_present
rancher/local-path-provisioner:v0.0.35,k3s/v1.34.7-rc2,stdlib,v1.26.1,gobinary,CVE-2026-32289,MEDIUM,https://avd.aquasec.com/nvd/cve-2026-32289,usr/bin/local-path-provisioner,"1.25.9, 1.26.2",false,not_affected,vulnerable_code_not_present
