image,critical,high,total
rancher/k3s:v1.31.13-k3s1,0,11,11
rancher/klipper-helm:v0.9.8-build20250709,0,9,9
rancher/klipper-lb:v0.4.13,0,0,0
rancher/local-path-provisioner:v0.0.31,0,2,2
