image,critical,high,total
rancher/k3s:v1.35.3-rc1-k3s1,0,3,3
rancher/klipper-helm:v0.9.14-build20260309,0,3,3
rancher/klipper-lb:v0.4.15,0,0,0
rancher/local-path-provisioner:v0.0.35,0,0,0
