image,critical,high,total
rancher/k3s:v1.35.3-k3s1,0,11,11
rancher/klipper-helm:v0.9.14-build20260309,2,13,15
rancher/klipper-lb:v0.4.15,2,10,12
rancher/local-path-provisioner:v0.0.35,2,11,13
