image,critical,high,total
rancher/k3s:v1.33.6-k3s1,0,0,0
rancher/klipper-helm:v0.9.10-build20251111,0,0,0
rancher/klipper-lb:v0.4.13,0,0,0
rancher/local-path-provisioner:v0.0.32,0,2,2
