image,critical,high,total
rancher/k3s:v1.31.14-k3s1,0,4,4
rancher/klipper-helm:v0.9.10-build20251111,0,3,3
rancher/klipper-lb:v0.4.13,0,0,0
rancher/local-path-provisioner:v0.0.32,0,3,3
