image,critical,high,total
rancher/k3s:v1.30.13-k3s1,0,1,1
rancher/klipper-helm:v0.9.5-build20250306,0,2,2
rancher/klipper-lb:v0.4.13,0,0,0
rancher/local-path-provisioner:v0.0.31,0,0,0
